"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"limete",879,679.02469380287,0.772496807511798,91,32.2289807747535,0.35416462389839,7,21,14,11720,165692.911818432,0.0707332611357743,0.0468670844179664,0.392356450720129
