"hz","acceptance_rate","trans_prob_med","obs_size_med","E0_med","frac_neff_med","N_eff_med","R0_med","n_particles_used","loglik_var_at_n_prod","loglik_var_target","rhat_log_trans_prob","ess_bulk_log_trans_prob","ess_tail_log_trans_prob","rhat_log_obs_size","ess_bulk_log_obs_size","ess_tail_log_obs_size","rhat_log_E0","ess_bulk_log_E0","ess_tail_log_E0","rhat_logit_frac_neff","ess_bulk_logit_frac_neff","ess_tail_logit_frac_neff","cover_50","cover_95"
"maluku_i",0.204587890104028,0.0223183884191185,1.4741537713503,300.667848117244,0.0213747081265492,5263.86387149277,1.18719131545143,200,0.0286350952363096,2,1.00526845603268,559.969480449899,833.191883027645,1.00404897354551,595.371487481502,472.011972467121,1.00233333067362,682.016582927666,826.662890453199,1.00610163337651,635.760147169919,1149.70551816322,0.56,0.96
