"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"alunguli",1440,1075.94269007914,0.747182423666068,122,47.6858281452317,0.390867443813374,9,12,3,19200,19130.7966756276,1.00361737807086,0.0833623055915221,0.770650016236431
