"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"kingabwa",287075,0.00101885017144351,0.000313840980588852,0.0417981222776625,0.360992193382674,0.0135570687093447,0.94589241996178,0.981847947575034,0.662871071764891,1.53688798766527,103631.833915331
