"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"nyiragongo",509663,0.00450390672136151,0.000683407031149693,0.0132581453865572,0.107612389446535,0.0475163052724822,0.603588317363938,1.2990945434885,1.08634961794465,1.68406642575353,54846.0532424895
