"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"bumbu",567311,0.000474682588980437,0.000305364179745235,0.0289038154854315,0.798332750526536,0.0147760389256633,0.939761022135699,0.977663066234202,0.690298905133251,1.25718384216196,452902.95103396
