"hz","acceptance_rate","trans_prob_med","obs_size_med","E0_med","frac_neff_med","N_eff_med","R0_med","n_particles_used","loglik_var_at_n_prod","loglik_var_target","rhat_log_trans_prob","ess_bulk_log_trans_prob","ess_tail_log_trans_prob","rhat_log_obs_size","ess_bulk_log_obs_size","ess_tail_log_obs_size","rhat_log_E0","ess_bulk_log_E0","ess_tail_log_E0","rhat_logit_frac_neff","ess_bulk_logit_frac_neff","ess_tail_logit_frac_neff","cover_50","cover_95"
"kindu",0.053436471948075,0.012351273692645,3.36564338698231,14.3427875629822,0.0968140692685297,20806.9893249846,3.18141261289659,200,0.0240073273937995,2,1.01609298857655,268.990393419709,278.754138137682,1.01884529136148,220.329661840438,274.841342175844,1.01452176044275,218.499541013546,209.602823424323,1.01420065884683,267.738032000768,286.528865039036,0.45,0.875
