"hz","acceptance_rate","trans_prob_med","obs_size_med","E0_med","frac_neff_med","N_eff_med","R0_med","n_particles_used","loglik_var_at_n_prod","loglik_var_target","rhat_log_trans_prob","ess_bulk_log_trans_prob","ess_tail_log_trans_prob","rhat_log_obs_size","ess_bulk_log_obs_size","ess_tail_log_obs_size","rhat_log_E0","ess_bulk_log_E0","ess_tail_log_E0","rhat_logit_frac_neff","ess_bulk_logit_frac_neff","ess_tail_logit_frac_neff","cover_50","cover_95"
"ngiri_ngiri",0.349337601138081,0.000959550019696647,1.45136043107142,12.2096932538919,0.610942811570166,135705.061077212,1.54152685327453,200,0.0673369746437922,2,1.0079450840292,217.170731132054,332.041446281811,1.00113134051072,1095.38505722822,1086.65068127674,1.00369918769748,1029.01410655607,828.650454298559,1.00954692114776,194.219644204393,367.322564661495,0.516129032258065,0.935483870967742
