"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"kokolo",456,354.143696596381,0.776630913588556,124,37.6159670966714,0.303354573360254,4,1,-3,6080,288349.975322174,0.021085488192627,0.049914730318394,0.430174099810308
