"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"maluku_i",246266,0.0223183884191185,0.00022210153673389,0.0489533933815411,0.0213747081265492,0.013131266125635,0.932673847775714,1.18719131545143,0.50008950923475,2.35751842232594,5263.86387149277
