"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"kindu",214917,0.012351273692645,0.0044730392728806,0.0188189303751319,0.0968140692685297,0.0717962572218841,0.194238120126375,3.18141261289659,2.20099746579015,4.12491279294952,20806.9893249846
