"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"opala",139097,0.0099305232113412,0.00114614064402575,0.0293444665343814,0.124974078737079,0.0704223620550799,0.632852774961235,3.23905171537034,1.83210960774563,6.28761217851714,17383.5194300915
