"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"kirotshe",515741,0.00173135559932291,0.000698477560701881,0.00855660716297427,0.396786557939772,0.0992152586811684,0.934663122935035,1.84405712719564,1.63369447167114,2.24892685980852,204639.096178416
