"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"nyiragongo",1369,1136.20287556213,0.829950968270368,55,37.4710280042793,0.681291418259623,35,46,11,18253.3333333333,54846.0532424895,0.332810334640313,0.0971886526457293,0.375956747247103
