"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"alunguli",94109,0.00831161302979242,0.00138441469655189,0.0137479793424946,0.203283391340122,0.146166777719702,0.813379170144948,4.4561644774823,2.88016019884819,5.92038143588483,19130.7966756276
