"hz","pop","tp_med","tp_lo","tp_hi","frac_med","frac_lo","frac_hi","R0_med","R0_lo","R0_hi","N_eff_med"
"limete",257026,0.00119575570489106,0.000799118965961859,0.00584824940246024,0.70640527771155,0.157288055253792,0.946320069656259,2.24601448687918,1.88044152930793,2.69382653347281,181564.522909089
