"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"goma",1868,1463.21473668908,0.783305533559465,141,96.1758414850551,0.682098166560674,8,9,1,24906.6666666667,14318.8263448651,1.73943492761182,0.0462521902251765,0.707625774794172
