"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"ngiri_ngiri",218,166.306837902385,0.76287540322195,23,10.4005056247024,0.452195896726192,8,13,5,2906.66666666667,135705.061077212,0.0214189997306944,0.0308485455939836,0.182296515258138
