"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"kingabwa",203,176.378689207565,0.868860537968299,22,11.4666475742892,0.521211253376781,4,12,8,2706.66666666667,103631.833915331,0.0261181006299479,0.0724181657635456,0.218940687858482
