"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"maluku_i",212,207.575360160537,0.979129057361023,90,32.9010710024504,0.365567455582783,3,1,-2,2826.66666666667,224664.891099988,0.0125817018085334,0.0751712559111685,0.514772574619895
