"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"kindu",1644,1223.96457419975,0.744503998904956,155,55.7042406687737,0.359382197863056,14,12,-2,21920,15997.0876624582,1.37024941430068,0.0388995526156217,0.615855107424979
