"scenario","infections","cases_symptomatic","deaths","doses","orc_treated","ctc_treated","infections_averted","cases_averted","deaths_averted","cost","dalys","cost_diff","dalys_averted","icer_cost_per_daly_averted","icer_cost_per_death_averted","mean_cost_vax","mean_cost_care","mean_cost_wash","nmb","inmb","hz"
"aa_response",26345.1,6610.46,737.94,0,140.82,505.86,4992.64,1144.88,165.3,1986294.83197324,22162.0338776986,1674531.28379802,4963.12784131507,337.394348349956,10130.255800351,0,41877,1944417.83197324,5770160.47817458,5770160.47817458,"nyiragongo"
"aa_response_plus_vaccine",25439.2,6369.74,725.5,13552,126.22,460.44,5898.54,1385.6,177.74,2009619.23197324,21787.9659666849,1697855.68379802,5337.19575232876,318.117558842993,9552.46812083954,27104,38097.4,1944417.83197324,6307937.94469513,6307937.94469513,"nyiragongo"
"fitted_response",31337.74,7755.34,903.24,0,119.22,431.82,0,0,0,311763.548175222,27125.1617190137,0,0,NA,NA,0,35737.8,276025.748175222,0,0,"nyiragongo"
"no_interventions",40737.16,10108.86,1474.14,0,0,0,-9399.42,-2353.52,-570.9,0,44260.6472870137,-311763.548175222,-17135.485568,NA,NA,0,0,0,-25391464.8038248,-25391464.8038248,"nyiragongo"
