"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"kirotshe",2911,2007.71878185495,0.68970071516831,164,97.1917417639007,0.592632571731102,46,46,0,38813.3333333333,204639.096178416,0.189667243738673,0.0322460897956553,0.601359945641631
