"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"bumbu",185,138.921315231737,0.750926028279662,23,6.42409552815387,0.279308501224081,19,13,-6,2466.66666666667,236707.981442241,0.0104207160723415,0.0291324254313095,0.0734632070988991
