"hz","obs_total","model_total","total_ratio","obs_peak","model_peak","peak_ratio","peak_wk_obs","peak_wk_mod","peak_wk_err","inf_needed","N_eff","rounds_needed","sat_min","sat_max"
"opala",1279,863.027788295665,0.674767621810528,134,57.2869506740486,0.42751455726902,3,8,5,17053.3333333333,11617.0773551235,1.46795384174766,0.208841954043124,0.723051537444066
