hz,outbreak_start,outbreak_end,orc_start,orc_end,ctc_start,ctc_end,chlor_start,chlor_end,chlor_effect,hyg_start,hyg_end,hyg_effect,cati_start,cati_end,cati_effect,lat_start,lat_end,lat_effect
kirotshe,2025-01-13,2025-12-30,2025-03-24,2025-08-25,2025-03-24,2025-09-08,2025-05-12,2025-09-08,0.20,2025-04-07,2025-08-25,0.20,2025-05-26,2025-09-15,0.10,NA,NA,0
